MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9920311753607636,,,,,Victoria.Department of Crown Lands and Survey,"Township of Ararat, Sheet 4",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311763607636,,,,,Victoria.Department of Crown Lands and Survey,"Ararat, Counties of Borung of Ripon",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311773607636,,,,,Victoria.Department of Crown Lands and Survey,"Ararat, (Sheet 3)",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311783607636,,,,,Victoria.Department of Crown Lands and Survey,"Ararat, (Sheet 4)",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311793607636,,,,,Victoria.Department of Crown Lands and Survey,"Ararat, (Sheet 2)",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311803607636,,,,,Victoria.Department of Crown Lands and Survey,"Fulham Estate No. 3, Parishes of Balmoral, Karupkarup, Mostyn and Wytwallan, County of Dundas",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311813607636,,,,,Victoria.Department of Crown Lands and Survey,"Barwidgee, counties of Bogong and Delatite",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311823607636,,,,,Victoria.Department of Crown Lands and Survey,Barwidgee-Sheet 2,,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311833607636,,,,,Victoria.Department of Crown Lands and Survey,"Bellarine, County fo Grant",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311843607636,,,,,Victoria.Department of Crown Lands and Survey,"Bellarine, Sheet 2",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311853607636,,,,,Victoria.Department of Crown Lands and Survey,"Bellellen, County of Borung",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311863607636,,,,,Victoria.Department of Crown Lands and Survey,"Bengworden, County of Tanjil",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311873607636,,,,,Victoria.Department of Crown Lands and Survey,"Bonegilla, County of Bogong",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311883607636,,,,,Victoria.Department of Crown Lands and Survey,"Boola Boola, Sheet 2",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311893607636,,,,,Victoria.Department of Crown Lands and Survey,"Bundalaguah, County of Tanjil",,1952.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311903607636,,,,,Victoria.Department of Crown Lands and Survey,"Tall Tree Estate, Parish of Burtwarrah, County of Grant",,[1952?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311913607636,,,,,Victoria.Department of Crown Lands and Survey,"Plan of allotments, Parish of Cardigan, County of Grenville",,[1952?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311923607636,,,,,Victoria.Department of Crown Lands and Survey,"Alexandra, County of Anglesey (sheet 1)",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311933607636,,,,,Victoria.Department of Crown Lands and Survey,"Avenel, Counties of Anglesey, Moira & Delatite",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311943607636,,,,,Victoria.Department of Crown Lands and Survey,Avenel- (Sheet 2),,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311953607636,,,,,Victoria.Department of Crown Lands and Survey,"Bairnsdale, County of Tanjil, (Sheet 1)",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311963607636,,,,,Victoria.Department of Crown Lands and Survey,"Bairnsdale, (Sheet 2)",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311973607636,,,,,Victoria.Department of Crown Lands and Survey,"Fulham Estate No. 4, Parish of Balmoral, County of Dundas",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311983607636,,,,,Victoria.Department of Crown Lands and Survey,"Benalla, counties of Moira & Delatite, Sheet 1",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920311993607636,,,,,Victoria.Department of Crown Lands and Survey,"Benalla, Sheet 2",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312003607636,,,,,Victoria.Department of Crown Lands and Survey,"Bendock, Sheet 2",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312013607636,,,,,Victoria.Department of Crown Lands and Survey,"Bendock, County fo Croajingolong, (Sheet 1)",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312023607636,,,,,Victoria.Department of Crown Lands and Survey,"Binginwarri, County of Buln Buln, Sheet 1",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312033607636,,,,,Victoria.Department of Crown Lands and Survey,"Binginwarri, Sheet 2",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312043607636,,,,,Victoria.Department of Crown Lands and Survey,"Bingo-Munjie South, County of Bogong",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312053607636,,,,,Victoria.Department of Crown Lands and Survey,"Bingo-Munjie South, County of Bogong",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312063607636,,,,,Victoria.Department of Crown Lands and Survey,"Bourka, County of Karkarooc, Sheet 1",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312073607636,,,,,Victoria.Department of Crown Lands and Survey,"Bourka, Sheet 2",,1953.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312083607636,,,,,Victoria.Department of Crown Lands and Survey,"Alexandra, (sheet 2)",,[1953].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312093607636,,,,,Victoria.Department of Crown Lands and Survey,"Mt Sturgeon Estate (1st subdivision), parishes of Bunnugal, Adzar and Dunkeld, counties of Ripon and Villiers",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312103607636,,,,,Victoria.Department of Crown Lands and Survey,"Arapiles, County of Lowan",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312113607636,,,,,Victoria.Department of Crown Lands and Survey,"Arapiles, (Sheet 2)",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312123607636,,,,,Victoria.Department of Crown Lands and Survey,"Township & Parish of Ballan, counties of Grant & Bourke",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312133607636,,,,,Victoria.Department of Crown Lands and Survey,"Bamawm, County of Bendigo",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312143607636,,,,,Victoria.Department of Crown Lands and Survey,"Bamawm, (Sheet 2)",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312153607636,,,,,Victoria.Department of Crown Lands and Survey,"Boweya, County of Moira",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312163607636,,,,,Victoria.Department of Crown Lands and Survey,"Budgerum West, County of Tatchera",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312173607636,,,,,Victoria.Department of Crown Lands and Survey,"Budgerum West, Sheet 2",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312183607636,,,,,Victoria.Department of Crown Lands and Survey,"Bunyip, County of Mornington",,1954.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312193607636,,,,,Victoria.Department of Crown Lands and Survey,"Balnarring, County of Nornington",,[1954?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312203607636,,,,,Victoria.Department of Crown Lands and Survey,"Bamawm, (Sheet 3)",,[1954?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312213607636,,,,,Victoria.Department of Crown Lands and Survey,"Glengleeson Estate East, parishes of Banangal and Cloneigh, County of Villiers",,1955.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312223607636,,,,,Victoria.Department of Crown Lands and Survey,"Briagolong, County of Tanjil",,1955.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312233607636,,,,,Victoria.Department of Crown Lands and Survey,"Plan of allotments, Parkins Estate, parishes of Bullarook and Smeaton, Countu of Talbot",,1955.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312243607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Carboor, Sheet 2",,1955.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312253607636,,,,,Victoria.Department of Crown Lands and Survey,"Glengleeson Estate East, Prish of Banangal, County of Villiers",,[1955?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312263607636,,,,,Victoria.Department of Crown Lands and Survey,"Plan of allotments, Beremboke Estate, Parish of Beremboke, County of Grant ",,[1955?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312273607636,,,,,Victoria.Department of Crown Lands and Survey,"Newland's Estate, parishes of Boikerbert and Wytwarrone, County of Lowan",,[1955?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312293607636,,,,,Victoria.Department of Crown Lands and Survey,"Narrapumelap South Estate(S.S.C), parishes of BuckeranYarrack and Towanway,counties of Villiers and Hampden",,[1955?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312303607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Carboor, Sheet 1",,[1955?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312313607636,,,,,Victoria.Department of Crown Lands and Survey,"Parishes of Albacutya, Yaapeet and Pullut, counties of Karkarooc and Weeah",,[1955].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312323607636,,,,,Victoria.Department of Crown Lands and Survey,"Plan of allotments, Gerlach's estate, Parish of Ballapur, County of Karkarood",,1956.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312333607636,,,,,Victoria.Department of Crown Lands and Survey,"Benjeroop, counties of Gunbower and Tatchera",,1956.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312343607636,,,,,Victoria.Department of Crown Lands and Survey,"Plan of allotments, Orourke's Estate, Parish of Bruthen, County of Buln Buln",,1956.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312353607636,,,,,Victoria.Department of Crown Lands and Survey,"Tulse Hill Estate, parishes of Beerik and Bruk Bruk, County of Dundas",,[1956?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312363607636,,,,,Victoria.Department of Crown Lands and Survey,"Anya, County of Normanby",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312373607636,,,,,Victoria.Department of Crown Lands and Survey,"Bellaura, County of Borung",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312383607636,,,,,Victoria.Department of Crown Lands and Survey,"Billian, Sheet 2",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312393607636,,,,,Victoria.Department of Crown Lands and Survey,"Billian, County of Anglesey, Sheet 1",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312403607636,,,,,Victoria.Department of Crown Lands and Survey,"Bolangum, County of Kara Kara",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312413607636,,,,,Victoria.Department of Crown Lands and Survey,"Bulgana, counties of Borung and Ripon",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312423607636,,,,,Victoria.Department of Crown Lands and Survey,"Bulgana, counties of Borung and Ripon",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312433607636,,,,,Victoria.Department of Crown Lands and Survey,"Bullioh, County of Benambra",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312443607636,,,,,Victoria.Department of Crown Lands and Survey,"Burrum Burrum, counties of Borung, and Kara Kara",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312453607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Burum Burum, Sheet 2",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312463607636,,,,,Victoria.Department of Crown Lands and Survey,"Byawatha, County of Bogong",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312473607636,,,,,Victoria.Department of Crown Lands and Survey,"Callawadda, counties of Borung and Kara Kara",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312483607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Callawadda, Sheet 2",,1957.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312493607636,,,,,Victoria.Department of Crown Lands and Survey,"Allotments, parishes of Bruarong & Stanley, County of Bogong",,[1957?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312513607636,,,,,Victoria.Department of Crown Lands and Survey,"Yarrack Estate, Parish of Buckeran Yarrack, County of Villiers",,[1957?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312523607636,,,,,Victoria.Department of Crown Lands and Survey,"Pine Grove Estate, Parish of Allambee, County of Buln Buln",,1958.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312533607636,,,,,Victoria.Department of Crown Lands and Survey,"Parish of Benjeroop, Sheet 2",,1958.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312543607636,,,,,Victoria.Department of Crown Lands and Survey,"Boroka, Sheet 2",,1958.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312553607636,,,,,Victoria.Department of Crown Lands and Survey,"Boroka, Sheet 1",,1958.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312563607636,,,,,Victoria.Department of Crown Lands and Survey,"Buninyong, County of Grant, Sheet 1",,1958.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312573607636,,,,,Victoria.Department of Crown Lands and Survey,"Buninyong, Sheet 2",,[1958?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312583607636,,,,,Victoria.Department of Crown Lands and Survey,"Buninyong, Sheet 3",,[1958?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312593607636,,,,,Victoria.Department of Crown Lands and Survey,"Salt Creek Estate, parishes of Cobra Killuc and Chatsworth, counties of Hampden and Villiers",,[1958?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920312603607636,,,,,Victoria.Department of Crown Lands and Survey,"Salt Creek Estate, parishes of Cobra Killuc and Chatsworth, counties of Hampden and Villiers",,[1958?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313623607636,,,,,Victoria.Department of Crown Lands and Survey,"Boorolite, County of Wonnangatta, Sheet 1",,1966.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313633607636,,,,,Victoria.Department of Crown Lands and Survey,"Boorolite, Sheet 2",,1966.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313643607636,,,,,Victoria.Department of Crown Lands and Survey,"Brimin, County of Bogong ",,1966.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313653607636,,,,,Victoria.Department of Crown Lands and Survey,"Byjuke, County of Follett",,1966.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313663607636,,,,,Victoria.Department of Crown Lands and Survey,"Yatpool & parishes of Carwarp West, County of Karkarooc",,[1966?].,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313673607636,,,,,Victoria.Department of Crown Lands and Survey,"Bahgallah, County of Follett",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313683607636,,,,,Victoria.Department of Crown Lands and Survey,"Barnawartha South, County of Bogong",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313693607636,,,,,Victoria.Department of Crown Lands and Survey,"Beethang, County of Bogong",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313703607636,,,,,Victoria.Department of Crown Lands and Survey,"Betka, County of Croajingolong",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313713607636,,,,,Victoria.Department of Crown Lands and Survey,"Boomahnoomoonah, County of Moira",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313723607636,,,,,Victoria.Department of Crown Lands and Survey,"Boorpool, County of Villiers",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313733607636,,,,,Victoria.Department of Crown Lands and Survey,"Brewster, counties of Ripon and Grenville",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313743607636,,,,,Victoria.Department of Crown Lands and Survey,"Brewster, Sheet 2",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313753607636,,,,,Victoria.Department of Crown Lands and Survey,Bundalong. Sheet 2,,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313763607636,,,,,Victoria.Department of Crown Lands and Survey,"Bundalong, County of Moira, [Sheet 1]",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313773607636,,,,,Victoria.Department of Crown Lands and Survey,"Bungal, County of Grant",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313783607636,,,,,Victoria.Department of Crown Lands and Survey,"Carapook, County of Dundas",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313793607636,,,,,Victoria.Department of Crown Lands and Survey,"Carrah, County of Grant",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313803607636,,,,,Victoria.Department of Crown Lands and Survey,"Carrah, Sheet 2",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313813607636,,,,,Victoria.Department of Crown Lands and Survey,"Casterton, counties of Dundas and Follett",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9920313823607636,,,,,Victoria.Department of Crown Lands and Survey,"Casterton,Sheet 2",,1967.,1 map.,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
